Day,Weather,Exam_Day,Price,Food_Type,Demand
Friday,Cloudy,Yes,57,Beverage,Low
Sunday,Cloudy,No,29,Snack,Low
Wednesday,Sunny,No,30,Meal,Low
Saturday,Rainy,No,56,Snack,Low
Sunday,Sunny,No,42,Beverage,Low
Friday,Sunny,No,43,Snack,Low
Monday,Sunny,No,25,Snack,High
Sunday,Cloudy,Yes,23,Beverage,High
Friday,Cloudy,No,35,Snack,High
Thursday,Rainy,No,60,Meal,Low
Saturday,Rainy,Yes,42,Snack,Low
Monday,Sunny,Yes,55,Meal,Low
Saturday,Cloudy,Yes,54,Snack,Low
Sunday,Sunny,Yes,34,Meal,High
Friday,Rainy,Yes,40,Snack,Low
Sunday,Sunny,No,35,Beverage,Low
Tuesday,Rainy,No,38,Snack,Low
Sunday,Cloudy,No,42,Meal,High
Tuesday,Cloudy,No,32,Snack,Low
Wednesday,Cloudy,Yes,23,Beverage,High
Monday,Sunny,No,20,Meal,High
Friday,Rainy,Yes,53,Meal,Low
Friday,Sunny,No,51,Beverage,Low
Wednesday,Cloudy,Yes,33,Snack,High
Saturday,Rainy,Yes,31,Beverage,High
Tuesday,Rainy,Yes,54,Beverage,Low
Thursday,Cloudy,Yes,60,Beverage,Low
Sunday,Sunny,Yes,35,Snack,High
Saturday,Rainy,No,53,Snack,Low
Saturday,Rainy,Yes,55,Snack,Low
Thursday,Cloudy,Yes,50,Beverage,Low
Tuesday,Sunny,Yes,21,Meal,High
Thursday,Sunny,No,43,Beverage,Low
Wednesday,Sunny,No,40,Meal,Low
Wednesday,Cloudy,No,44,Snack,High
Wednesday,Cloudy,No,52,Snack,Low
Friday,Rainy,No,48,Beverage,High
Sunday,Cloudy,Yes,46,Snack,Low
Monday,Sunny,No,57,Beverage,Low
Saturday,Cloudy,No,34,Meal,Low
Friday,Cloudy,No,22,Snack,Low
Saturday,Rainy,Yes,54,Meal,Low
Wednesday,Cloudy,No,55,Beverage,Low
Sunday,Cloudy,No,23,Snack,High
Tuesday,Cloudy,Yes,51,Beverage,Low
Monday,Cloudy,No,46,Beverage,Low
Saturday,Sunny,Yes,34,Snack,High
Wednesday,Cloudy,Yes,57,Snack,Low
Tuesday,Sunny,No,56,Snack,Low
Thursday,Sunny,No,52,Beverage,Low
Tuesday,Cloudy,Yes,56,Beverage,Low
Monday,Cloudy,Yes,39,Beverage,Low
Monday,Sunny,No,20,Meal,High
Friday,Rainy,Yes,40,Beverage,High
Monday,Cloudy,Yes,54,Snack,Low
Tuesday,Rainy,Yes,45,Meal,High
Sunday,Sunny,No,40,Meal,High
Tuesday,Cloudy,Yes,50,Snack,Low
Monday,Rainy,No,43,Beverage,Low
Monday,Sunny,Yes,58,Snack,Low
Tuesday,Cloudy,Yes,47,Beverage,High
Sunday,Cloudy,No,21,Beverage,High
Sunday,Cloudy,Yes,25,Snack,High
Monday,Rainy,Yes,23,Snack,High
Thursday,Cloudy,Yes,41,Meal,Low
Saturday,Rainy,No,31,Meal,Low
Saturday,Rainy,No,49,Snack,Low
Wednesday,Sunny,Yes,26,Snack,High
Saturday,Sunny,Yes,53,Snack,Low
Saturday,Cloudy,Yes,54,Meal,Low
Thursday,Cloudy,No,46,Meal,High
Saturday,Cloudy,Yes,55,Beverage,Low
Sunday,Cloudy,No,43,Beverage,High
Tuesday,Cloudy,Yes,21,Snack,High
Wednesday,Rainy,No,35,Beverage,High
Wednesday,Rainy,No,50,Beverage,High
Tuesday,Cloudy,Yes,28,Beverage,High
Sunday,Rainy,No,21,Snack,Low
Friday,Rainy,No,31,Meal,Low
Monday,Sunny,Yes,27,Meal,High
Wednesday,Rainy,Yes,51,Snack,Low
Saturday,Sunny,No,53,Snack,Low
Saturday,Rainy,No,39,Snack,Low
Saturday,Sunny,Yes,58,Snack,Low
Wednesday,Sunny,No,31,Snack,Low
Monday,Sunny,No,56,Meal,Low
Friday,Cloudy,No,54,Snack,Low
Friday,Cloudy,Yes,46,Meal,High
Wednesday,Cloudy,No,50,Beverage,Low
Saturday,Sunny,No,38,Meal,High
Saturday,Sunny,No,54,Meal,Low
Friday,Sunny,Yes,29,Meal,High
Wednesday,Cloudy,Yes,39,Beverage,Low
Friday,Sunny,Yes,45,Beverage,Low
Friday,Rainy,Yes,55,Beverage,Low
Friday,Rainy,Yes,49,Meal,Low
Tuesday,Cloudy,No,58,Meal,Low
Saturday,Cloudy,No,40,Snack,High
Tuesday,Rainy,Yes,25,Meal,High
Thursday,Rainy,No,37,Meal,Low
Monday,Sunny,Yes,47,Meal,Low
Thursday,Rainy,Yes,50,Snack,Low
Friday,Rainy,Yes,55,Meal,Low
Tuesday,Rainy,Yes,25,Snack,High
Saturday,Rainy,No,21,Beverage,High
Monday,Rainy,No,51,Snack,Low
Wednesday,Sunny,No,36,Snack,Low
Saturday,Sunny,No,30,Beverage,High
Thursday,Sunny,No,29,Snack,High
Tuesday,Cloudy,No,39,Beverage,High
Monday,Rainy,No,46,Snack,Low
Thursday,Sunny,Yes,58,Snack,Low
Friday,Cloudy,Yes,20,Meal,High
Wednesday,Cloudy,No,29,Snack,Low
Tuesday,Rainy,No,28,Beverage,Low
Tuesday,Sunny,No,35,Meal,Low
Monday,Rainy,No,28,Meal,High
Friday,Sunny,Yes,56,Snack,Low
Saturday,Cloudy,No,40,Meal,High
Sunday,Rainy,Yes,47,Snack,Low
Saturday,Rainy,Yes,52,Beverage,Low
Monday,Cloudy,No,20,Beverage,High
Tuesday,Cloudy,No,44,Meal,Low
Sunday,Sunny,No,52,Meal,Low
Wednesday,Cloudy,Yes,34,Snack,High
Saturday,Sunny,No,46,Meal,Low
Friday,Sunny,No,58,Meal,Low
Thursday,Cloudy,Yes,46,Snack,Low
Tuesday,Sunny,Yes,33,Snack,High
Tuesday,Cloudy,Yes,35,Meal,High
Friday,Sunny,Yes,38,Meal,Low
Monday,Cloudy,Yes,44,Snack,Low
Sunday,Cloudy,No,48,Beverage,High
Wednesday,Sunny,No,53,Snack,Low
Tuesday,Sunny,Yes,44,Meal,High
Saturday,Rainy,No,60,Meal,Low
Sunday,Rainy,Yes,46,Meal,Low
Sunday,Rainy,No,50,Snack,Low
Sunday,Cloudy,No,46,Beverage,High
Wednesday,Cloudy,No,49,Meal,High
Tuesday,Rainy,No,38,Beverage,Low
Friday,Cloudy,No,28,Snack,High
Sunday,Sunny,No,23,Beverage,Low
Thursday,Rainy,No,20,Meal,High
Saturday,Rainy,No,49,Snack,Low
Tuesday,Rainy,No,38,Meal,High
Wednesday,Cloudy,No,24,Snack,Low
Monday,Sunny,Yes,58,Beverage,Low
Thursday,Rainy,Yes,42,Beverage,High
Monday,Cloudy,No,60,Meal,Low
Monday,Cloudy,No,22,Beverage,High
Friday,Sunny,No,48,Snack,High
Thursday,Sunny,No,20,Snack,Low
Thursday,Cloudy,Yes,55,Beverage,Low
Wednesday,Rainy,No,29,Meal,High
Tuesday,Sunny,Yes,46,Beverage,Low
Wednesday,Rainy,Yes,35,Snack,High
Wednesday,Sunny,Yes,57,Meal,Low
Thursday,Sunny,No,45,Beverage,Low
Friday,Sunny,Yes,23,Meal,High
Sunday,Sunny,No,20,Meal,High
Monday,Cloudy,No,26,Beverage,Low
Sunday,Sunny,No,58,Snack,Low
Tuesday,Rainy,Yes,30,Meal,High
Tuesday,Cloudy,No,51,Snack,Low
Monday,Sunny,Yes,27,Meal,High
Thursday,Rainy,No,35,Snack,Low
Wednesday,Sunny,Yes,49,Meal,High
Thursday,Rainy,No,52,Beverage,Low
Saturday,Cloudy,Yes,42,Beverage,Low
Saturday,Rainy,Yes,42,Meal,High
Tuesday,Rainy,Yes,45,Snack,Low
Saturday,Sunny,No,22,Beverage,Low
Thursday,Rainy,Yes,24,Beverage,High
Wednesday,Sunny,No,40,Snack,Low
Sunday,Cloudy,No,59,Beverage,Low
Wednesday,Cloudy,Yes,49,Beverage,Low
Friday,Sunny,No,28,Meal,Low
Thursday,Rainy,Yes,34,Beverage,High
Saturday,Sunny,Yes,54,Snack,Low
Friday,Rainy,No,34,Beverage,High
Sunday,Sunny,No,42,Meal,Low
Sunday,Sunny,Yes,34,Meal,High
Wednesday,Rainy,Yes,36,Beverage,Low
Friday,Sunny,Yes,53,Snack,Low
Friday,Sunny,Yes,35,Beverage,High
Monday,Cloudy,Yes,57,Meal,Low
Monday,Cloudy,Yes,46,Meal,High
Thursday,Sunny,Yes,39,Beverage,Low
Wednesday,Cloudy,No,36,Snack,High
Sunday,Cloudy,No,57,Beverage,Low
Tuesday,Sunny,No,51,Meal,Low
Friday,Rainy,Yes,47,Beverage,Low
Saturday,Sunny,Yes,45,Meal,Low
Friday,Rainy,Yes,40,Meal,High
Sunday,Rainy,Yes,60,Meal,Low
Saturday,Cloudy,Yes,50,Beverage,Low
Monday,Cloudy,No,51,Beverage,Low
Tuesday,Cloudy,Yes,58,Snack,Low
Wednesday,Rainy,Yes,27,Meal,High
Monday,Sunny,Yes,21,Snack,High
Wednesday,Rainy,Yes,28,Beverage,High
Monday,Sunny,No,40,Snack,High
Tuesday,Sunny,No,26,Meal,High
Sunday,Cloudy,No,60,Snack,Low
Monday,Cloudy,Yes,31,Meal,High
Saturday,Sunny,No,32,Snack,Low
Friday,Cloudy,Yes,44,Beverage,Low
Sunday,Rainy,No,46,Meal,Low
Sunday,Cloudy,No,41,Beverage,Low
Wednesday,Cloudy,Yes,47,Meal,Low
Tuesday,Rainy,Yes,57,Beverage,Low
Thursday,Rainy,Yes,51,Beverage,Low
Saturday,Sunny,No,58,Snack,Low
Wednesday,Cloudy,Yes,39,Meal,High
Monday,Cloudy,No,60,Meal,Low
Thursday,Rainy,No,28,Beverage,Low
Sunday,Rainy,No,57,Meal,Low
Friday,Cloudy,No,22,Beverage,Low
Thursday,Sunny,No,27,Beverage,High
Wednesday,Cloudy,No,53,Meal,Low
Thursday,Cloudy,No,27,Beverage,High
Sunday,Cloudy,Yes,24,Snack,High
Monday,Rainy,No,44,Beverage,Low
Sunday,Cloudy,Yes,56,Beverage,Low
Sunday,Rainy,Yes,60,Snack,Low
Friday,Cloudy,Yes,51,Snack,Low
Monday,Rainy,Yes,50,Snack,Low
Sunday,Cloudy,No,52,Meal,Low
Sunday,Cloudy,No,57,Beverage,Low
Friday,Sunny,Yes,48,Snack,Low
Sunday,Cloudy,Yes,42,Snack,High
Friday,Cloudy,Yes,23,Meal,High
Tuesday,Cloudy,Yes,40,Snack,High
Sunday,Cloudy,No,52,Beverage,Low
Monday,Sunny,Yes,36,Beverage,Low
Monday,Sunny,No,41,Snack,High
Wednesday,Sunny,No,45,Meal,Low
Tuesday,Sunny,No,60,Meal,Low
Tuesday,Rainy,Yes,34,Snack,High
Friday,Sunny,Yes,54,Beverage,Low
Saturday,Cloudy,Yes,37,Beverage,Low
Wednesday,Rainy,Yes,32,Meal,High
Monday,Cloudy,No,56,Beverage,Low
Friday,Sunny,Yes,51,Snack,Low
Monday,Cloudy,No,47,Beverage,Low
Thursday,Rainy,Yes,50,Beverage,Low
Friday,Rainy,No,49,Beverage,High
Wednesday,Cloudy,Yes,51,Beverage,Low
Wednesday,Cloudy,Yes,35,Meal,High
Monday,Sunny,Yes,35,Snack,High
Tuesday,Sunny,No,50,Beverage,Low
Tuesday,Sunny,No,43,Snack,High
Thursday,Sunny,Yes,44,Beverage,Low
Saturday,Sunny,No,22,Meal,Low
Wednesday,Rainy,No,28,Snack,Low
Wednesday,Rainy,No,48,Snack,Low
Thursday,Rainy,No,44,Snack,Low
Sunday,Rainy,No,34,Snack,Low
Sunday,Rainy,No,48,Snack,Low
Wednesday,Cloudy,Yes,34,Snack,High
Thursday,Cloudy,No,28,Meal,High
Tuesday,Cloudy,Yes,55,Meal,Low
Monday,Rainy,No,49,Snack,Low
Monday,Cloudy,Yes,31,Snack,High
Sunday,Rainy,No,23,Beverage,High
Friday,Rainy,No,26,Beverage,Low
Thursday,Rainy,Yes,36,Beverage,High
Sunday,Sunny,Yes,51,Beverage,Low
Friday,Sunny,Yes,32,Meal,High
Saturday,Rainy,No,32,Beverage,Low
Sunday,Cloudy,No,25,Beverage,High
Wednesday,Cloudy,No,52,Beverage,Low
Thursday,Sunny,Yes,26,Snack,High
Thursday,Cloudy,Yes,37,Snack,High
Friday,Sunny,No,50,Snack,High
Friday,Sunny,No,48,Meal,Low
Monday,Sunny,No,21,Meal,High
Saturday,Rainy,No,57,Meal,Low
Sunday,Sunny,Yes,45,Meal,Low
Tuesday,Sunny,Yes,42,Meal,Low
Wednesday,Cloudy,No,56,Meal,Low
Sunday,Sunny,No,41,Snack,High
Saturday,Rainy,Yes,29,Meal,High
Tuesday,Sunny,No,47,Beverage,Low
Thursday,Rainy,No,53,Meal,Low
Saturday,Sunny,Yes,54,Snack,Low
Monday,Cloudy,Yes,45,Beverage,Low
Tuesday,Sunny,Yes,30,Snack,High
Sunday,Cloudy,No,57,Meal,Low
Tuesday,Rainy,No,31,Meal,High
Thursday,Rainy,No,59,Beverage,Low
Saturday,Sunny,No,21,Beverage,Low
Thursday,Cloudy,No,33,Meal,Low
Monday,Rainy,Yes,22,Meal,High
Saturday,Rainy,No,46,Meal,Low
Thursday,Cloudy,Yes,33,Snack,High
Sunday,Cloudy,No,46,Beverage,Low
Wednesday,Sunny,No,57,Meal,Low
Sunday,Rainy,Yes,45,Snack,Low
Friday,Cloudy,Yes,27,Snack,High
Tuesday,Rainy,No,26,Snack,Low
Thursday,Rainy,No,26,Snack,Low
Saturday,Cloudy,Yes,48,Snack,Low
Saturday,Rainy,Yes,52,Snack,Low
Saturday,Cloudy,Yes,60,Snack,Low
Wednesday,Cloudy,No,35,Beverage,Low
Sunday,Sunny,No,52,Beverage,Low
Thursday,Cloudy,Yes,29,Meal,High
Friday,Sunny,No,24,Meal,High
Thursday,Sunny,Yes,54,Meal,Low
Sunday,Cloudy,No,22,Meal,Low
Monday,Cloudy,Yes,23,Beverage,High
Friday,Sunny,Yes,21,Meal,High
Friday,Rainy,No,38,Snack,Low
Tuesday,Rainy,No,42,Snack,Low
Wednesday,Rainy,No,51,Beverage,Low
Saturday,Sunny,Yes,51,Beverage,Low
Tuesday,Sunny,Yes,48,Beverage,High
Sunday,Rainy,No,49,Snack,Low
Wednesday,Cloudy,No,26,Meal,Low
Friday,Cloudy,Yes,37,Beverage,High
Thursday,Sunny,Yes,33,Meal,High
Wednesday,Rainy,Yes,54,Meal,Low
Monday,Rainy,Yes,29,Meal,High
Sunday,Rainy,Yes,46,Meal,High
Friday,Sunny,No,42,Snack,High
Saturday,Rainy,No,52,Meal,Low
Sunday,Cloudy,No,31,Meal,Low
Saturday,Cloudy,Yes,35,Meal,High
Sunday,Rainy,No,56,Meal,Low
Sunday,Cloudy,Yes,34,Snack,High
Wednesday,Cloudy,Yes,60,Meal,Low
Tuesday,Cloudy,Yes,21,Snack,High
Monday,Sunny,Yes,50,Beverage,High
Monday,Cloudy,Yes,21,Snack,High
Thursday,Cloudy,No,35,Meal,Low
Saturday,Sunny,No,41,Meal,High
Saturday,Sunny,Yes,31,Beverage,High
Sunday,Cloudy,Yes,55,Meal,Low
Wednesday,Rainy,No,50,Beverage,Low
Saturday,Rainy,No,35,Meal,Low
Friday,Rainy,No,37,Beverage,Low
Thursday,Sunny,Yes,38,Snack,High
Sunday,Sunny,Yes,29,Meal,High
Thursday,Cloudy,No,37,Beverage,Low
Thursday,Rainy,Yes,52,Snack,Low
Monday,Sunny,Yes,58,Beverage,Low
Friday,Rainy,Yes,52,Meal,Low
Thursday,Sunny,No,23,Snack,Low
Tuesday,Rainy,Yes,57,Beverage,Low
Thursday,Rainy,No,48,Beverage,High
Tuesday,Sunny,No,43,Beverage,Low
Friday,Cloudy,Yes,38,Snack,High
Friday,Rainy,No,29,Beverage,Low
Saturday,Rainy,No,25,Meal,High
Monday,Cloudy,No,42,Meal,Low
Thursday,Sunny,No,42,Beverage,High
Thursday,Cloudy,Yes,34,Beverage,High
Friday,Rainy,Yes,20,Snack,High
Saturday,Sunny,Yes,49,Beverage,High
Monday,Sunny,Yes,39,Beverage,Low
Saturday,Rainy,No,56,Meal,Low
Friday,Rainy,No,36,Snack,Low
Sunday,Sunny,No,35,Meal,Low
Sunday,Rainy,Yes,39,Beverage,High
Sunday,Rainy,Yes,28,Meal,High
Saturday,Sunny,Yes,48,Meal,High
Saturday,Rainy,No,22,Beverage,High
Monday,Cloudy,No,58,Beverage,Low
Sunday,Cloudy,Yes,32,Snack,High
Tuesday,Rainy,No,57,Beverage,Low
Tuesday,Rainy,Yes,33,Meal,High
Tuesday,Cloudy,Yes,28,Meal,High
Sunday,Rainy,Yes,46,Snack,Low
Friday,Rainy,Yes,25,Snack,High
Wednesday,Sunny,Yes,37,Meal,Low
Sunday,Cloudy,Yes,43,Beverage,High
Wednesday,Rainy,Yes,52,Beverage,Low
Friday,Sunny,No,39,Snack,High
Saturday,Sunny,No,39,Beverage,Low
Thursday,Cloudy,Yes,59,Beverage,Low
Saturday,Rainy,No,49,Beverage,High
Monday,Sunny,No,39,Meal,High
Sunday,Rainy,Yes,51,Beverage,Low
Thursday,Sunny,No,55,Beverage,Low
Wednesday,Rainy,No,49,Snack,Low
Sunday,Rainy,Yes,46,Snack,Low
Wednesday,Cloudy,No,49,Beverage,High
Sunday,Cloudy,Yes,59,Snack,Low
Wednesday,Cloudy,Yes,55,Meal,Low
Monday,Rainy,Yes,29,Meal,High
Friday,Sunny,Yes,49,Beverage,High
Saturday,Cloudy,No,54,Meal,Low
Thursday,Sunny,Yes,23,Snack,High
Sunday,Sunny,No,29,Snack,High
Thursday,Cloudy,No,51,Beverage,Low
Sunday,Sunny,Yes,21,Meal,High
Saturday,Rainy,No,37,Beverage,High
Sunday,Cloudy,No,20,Beverage,Low
Friday,Sunny,No,28,Meal,Low
Wednesday,Sunny,No,38,Beverage,Low
Friday,Cloudy,No,24,Beverage,High
Friday,Cloudy,No,43,Snack,High
Friday,Rainy,No,34,Beverage,Low
Wednesday,Rainy,No,33,Meal,High
Thursday,Sunny,No,56,Snack,Low
Monday,Sunny,No,33,Beverage,High
Monday,Cloudy,Yes,27,Beverage,High
Saturday,Sunny,Yes,30,Beverage,High
Monday,Sunny,Yes,42,Beverage,High
Monday,Sunny,Yes,55,Snack,Low
Saturday,Sunny,Yes,29,Meal,High
Saturday,Rainy,No,47,Meal,High
Thursday,Sunny,No,31,Snack,Low
Sunday,Rainy,No,32,Beverage,Low
Sunday,Cloudy,No,50,Meal,High
Monday,Cloudy,Yes,47,Beverage,Low
Sunday,Cloudy,Yes,29,Snack,High
Saturday,Rainy,No,49,Snack,Low
Wednesday,Rainy,Yes,42,Meal,High
Saturday,Cloudy,Yes,60,Snack,Low
Saturday,Rainy,No,57,Beverage,Low
Sunday,Sunny,No,57,Meal,Low
Tuesday,Rainy,No,59,Snack,Low
Saturday,Cloudy,No,58,Meal,Low
Thursday,Rainy,Yes,24,Meal,High
Friday,Cloudy,No,20,Snack,Low
Thursday,Cloudy,No,52,Beverage,Low
Sunday,Rainy,No,56,Snack,Low
Thursday,Cloudy,Yes,31,Beverage,High
Tuesday,Cloudy,Yes,46,Meal,High
Sunday,Sunny,No,37,Snack,High
Tuesday,Rainy,No,36,Snack,Low
Saturday,Sunny,No,57,Snack,Low
Saturday,Rainy,No,45,Meal,Low
Monday,Cloudy,No,28,Meal,High
Friday,Sunny,No,32,Snack,Low
Saturday,Cloudy,Yes,59,Meal,Low
Friday,Sunny,No,48,Snack,Low
Tuesday,Cloudy,Yes,55,Meal,Low
Tuesday,Sunny,Yes,39,Meal,Low
Tuesday,Rainy,No,41,Snack,Low
Tuesday,Sunny,No,46,Meal,Low
Monday,Sunny,No,52,Snack,Low
Friday,Sunny,Yes,20,Snack,High
Sunday,Sunny,Yes,59,Beverage,Low
Friday,Cloudy,Yes,47,Meal,High
Tuesday,Cloudy,No,38,Meal,High
Wednesday,Cloudy,No,51,Beverage,Low
Monday,Sunny,No,23,Beverage,Low
Wednesday,Sunny,Yes,59,Meal,Low
Saturday,Sunny,Yes,30,Meal,High
Thursday,Rainy,No,41,Meal,Low
Tuesday,Cloudy,No,26,Beverage,Low
Friday,Cloudy,Yes,56,Snack,Low
Tuesday,Sunny,No,45,Snack,Low
Friday,Sunny,No,31,Snack,High
Wednesday,Cloudy,Yes,43,Snack,High
Saturday,Cloudy,No,26,Snack,Low
Thursday,Sunny,No,58,Snack,Low
Monday,Rainy,Yes,53,Beverage,Low
Saturday,Sunny,Yes,46,Meal,Low
Thursday,Cloudy,No,50,Beverage,Low
Wednesday,Rainy,Yes,28,Meal,High
Monday,Cloudy,No,28,Beverage,High
Saturday,Cloudy,Yes,39,Meal,High
Monday,Sunny,No,44,Meal,High
Tuesday,Sunny,No,26,Meal,Low
Tuesday,Rainy,Yes,32,Meal,High
Monday,Cloudy,No,42,Snack,High
Monday,Cloudy,No,44,Beverage,High
Thursday,Sunny,No,58,Beverage,Low
Friday,Rainy,No,56,Beverage,Low
Sunday,Cloudy,Yes,47,Beverage,Low
Tuesday,Rainy,No,24,Beverage,Low
Friday,Cloudy,No,57,Beverage,Low
Monday,Cloudy,No,43,Beverage,High
Tuesday,Cloudy,No,40,Meal,Low
Sunday,Cloudy,No,52,Beverage,Low
Friday,Sunny,No,33,Snack,Low
Wednesday,Rainy,Yes,51,Snack,Low
Tuesday,Sunny,Yes,46,Meal,High
Thursday,Sunny,Yes,27,Beverage,High
Sunday,Cloudy,Yes,43,Snack,High
Sunday,Cloudy,Yes,27,Meal,High
Tuesday,Sunny,No,35,Beverage,High
Tuesday,Rainy,No,21,Meal,Low
Monday,Rainy,No,41,Snack,Low
Saturday,Rainy,Yes,49,Snack,Low
Tuesday,Rainy,Yes,33,Snack,High
Saturday,Cloudy,Yes,49,Beverage,Low
Monday,Sunny,No,50,Meal,High
Saturday,Sunny,Yes,32,Snack,High
Wednesday,Rainy,Yes,32,Meal,High
Wednesday,Cloudy,No,39,Meal,High
Tuesday,Cloudy,Yes,51,Meal,Low
Tuesday,Cloudy,No,22,Snack,Low
Thursday,Rainy,No,33,Snack,Low
Thursday,Sunny,No,45,Snack,High
Sunday,Cloudy,Yes,26,Snack,High
Sunday,Cloudy,No,58,Snack,Low
Monday,Cloudy,No,53,Beverage,Low
Monday,Sunny,Yes,29,Snack,High
Thursday,Rainy,No,21,Beverage,Low
Sunday,Rainy,Yes,49,Meal,High
Saturday,Rainy,Yes,39,Beverage,High
Sunday,Rainy,Yes,28,Meal,High
Sunday,Cloudy,No,46,Beverage,Low
Thursday,Cloudy,No,50,Snack,Low
Thursday,Rainy,No,31,Meal,High
Tuesday,Cloudy,No,36,Snack,High
Friday,Sunny,Yes,50,Meal,Low
Monday,Rainy,No,57,Beverage,Low
Thursday,Cloudy,Yes,51,Snack,Low
Wednesday,Sunny,Yes,54,Snack,Low
Sunday,Sunny,Yes,47,Meal,High
Thursday,Cloudy,Yes,22,Beverage,High
Wednesday,Cloudy,No,51,Beverage,Low
Wednesday,Sunny,Yes,46,Meal,Low
Tuesday,Cloudy,Yes,22,Beverage,High
Monday,Rainy,No,58,Snack,Low
Saturday,Rainy,No,59,Beverage,Low
Monday,Rainy,No,56,Snack,Low
Wednesday,Cloudy,No,57,Meal,Low
Monday,Cloudy,Yes,50,Beverage,Low
Wednesday,Rainy,Yes,56,Meal,Low
Tuesday,Rainy,No,56,Snack,Low
Friday,Sunny,Yes,52,Snack,Low
Monday,Sunny,Yes,48,Beverage,Low
Tuesday,Rainy,Yes,44,Beverage,High
Sunday,Sunny,No,56,Beverage,Low
Thursday,Rainy,No,50,Snack,Low
Wednesday,Sunny,Yes,48,Snack,Low
Thursday,Rainy,No,38,Snack,Low
Friday,Sunny,Yes,25,Beverage,High
Saturday,Sunny,Yes,33,Snack,High
Monday,Sunny,Yes,34,Beverage,High
Tuesday,Rainy,No,60,Beverage,Low
Saturday,Rainy,Yes,32,Snack,High
Monday,Rainy,Yes,59,Snack,Low
Sunday,Rainy,Yes,30,Snack,High
Saturday,Sunny,Yes,39,Meal,Low
Monday,Rainy,Yes,26,Beverage,High
Monday,Rainy,Yes,50,Snack,Low
Tuesday,Rainy,No,29,Snack,Low
Thursday,Cloudy,No,50,Snack,High
Friday,Rainy,Yes,47,Meal,High
Thursday,Cloudy,Yes,21,Snack,High
Saturday,Rainy,Yes,26,Snack,High
Friday,Cloudy,No,35,Snack,Low
Thursday,Sunny,No,54,Snack,Low
Saturday,Sunny,No,51,Meal,Low
Thursday,Sunny,Yes,23,Snack,High
Thursday,Cloudy,No,51,Beverage,Low
Sunday,Cloudy,No,50,Beverage,Low
Sunday,Cloudy,Yes,49,Beverage,High
Friday,Cloudy,Yes,47,Snack,Low
Monday,Rainy,Yes,31,Snack,High
Thursday,Sunny,No,36,Beverage,High
Sunday,Sunny,No,43,Beverage,High
Thursday,Rainy,No,37,Meal,Low
Saturday,Cloudy,No,24,Beverage,High
Friday,Sunny,Yes,52,Snack,Low
Saturday,Sunny,No,32,Meal,Low
Friday,Rainy,No,50,Beverage,Low
Wednesday,Cloudy,Yes,36,Snack,High
Tuesday,Cloudy,No,20,Beverage,Low
Thursday,Rainy,No,23,Beverage,Low
Saturday,Cloudy,Yes,26,Beverage,High
Monday,Rainy,Yes,39,Meal,High
Sunday,Rainy,No,35,Meal,High
Thursday,Cloudy,No,53,Meal,Low
Wednesday,Cloudy,No,49,Meal,Low
Thursday,Cloudy,No,43,Meal,High
Sunday,Cloudy,Yes,57,Meal,Low
Tuesday,Cloudy,Yes,27,Beverage,High
Wednesday,Sunny,Yes,59,Beverage,Low
Wednesday,Cloudy,Yes,24,Snack,High
Friday,Rainy,Yes,43,Snack,Low
Wednesday,Rainy,No,31,Snack,Low
Wednesday,Cloudy,No,37,Meal,Low
Sunday,Cloudy,No,57,Beverage,Low
Saturday,Rainy,Yes,41,Meal,Low
Sunday,Sunny,No,56,Meal,Low
Wednesday,Cloudy,Yes,35,Meal,High
Friday,Sunny,No,34,Meal,High
Thursday,Sunny,Yes,37,Snack,Low
Friday,Rainy,No,22,Meal,Low
Saturday,Sunny,No,35,Beverage,High
Tuesday,Cloudy,Yes,53,Meal,Low
Saturday,Rainy,Yes,31,Meal,High
Friday,Rainy,No,57,Meal,Low
Wednesday,Sunny,Yes,23,Meal,High
Tuesday,Sunny,No,33,Meal,Low
Wednesday,Rainy,No,27,Meal,Low
Wednesday,Sunny,Yes,31,Meal,High
Thursday,Sunny,Yes,56,Snack,Low
Thursday,Sunny,No,44,Snack,High
Tuesday,Rainy,No,57,Beverage,Low
Friday,Sunny,No,47,Snack,High
Monday,Cloudy,No,46,Snack,Low
Tuesday,Sunny,Yes,52,Beverage,Low
Sunday,Rainy,Yes,43,Meal,High
Sunday,Cloudy,No,47,Snack,Low
Monday,Rainy,No,40,Snack,Low
Friday,Rainy,No,59,Beverage,Low
Friday,Cloudy,No,27,Meal,Low
Wednesday,Sunny,No,50,Meal,Low
Tuesday,Cloudy,No,21,Meal,High
Thursday,Sunny,No,55,Meal,Low
Friday,Rainy,No,46,Beverage,High
Saturday,Cloudy,Yes,20,Beverage,High
Wednesday,Cloudy,No,55,Meal,Low
Sunday,Rainy,No,59,Beverage,Low
Tuesday,Sunny,Yes,48,Snack,Low
Sunday,Cloudy,No,34,Beverage,High
Monday,Cloudy,Yes,49,Meal,Low
Friday,Cloudy,No,40,Beverage,Low
Sunday,Cloudy,No,37,Meal,Low
Thursday,Sunny,No,54,Meal,Low
Wednesday,Rainy,No,47,Meal,High
Saturday,Cloudy,No,23,Snack,Low
Sunday,Cloudy,Yes,26,Beverage,High
Tuesday,Cloudy,No,28,Meal,Low
Sunday,Sunny,No,23,Snack,High
Wednesday,Cloudy,No,31,Beverage,High
Saturday,Sunny,No,20,Snack,Low
